plateifu	first_data	vlass_data	mangaid	objra	objdec	z_1	ra	dec	z_2	flux	lum	Mr01	NYU_mstar	is_agn	selection	ref	GAU	ELPETRO_TH50_R
10213-12701	1	1	1-72673	124.1299491	43.72845832	0.142333	124.129955	43.72844481	0.1423515	4	23.325	-21.688986	10.92207743	1	1	L10	0	5.005713
10214-3703	1	1	1-153696	122.921386	36.11577544	0.0862614	122.9213394	36.11577223	0.086278	43.7	23.901	-21.836996	10.98405669	1	1	L10	0	4.9477963
10215-3702	1	1	1-548639	121.3701102	37.55785322	0.0337287	121.3701045	37.55783918	0.0337409	3	21.894	-20.90532	10.55135204	0	0	L10	0	5.243437
10216-12704	1	1	1-382452	118.1623001	18.32160568	0.0449364	118.1622957	18.32159967	0.0449433	9.5	22.65	-20.649345	10.44394049	0	0	L10	0	6.531834
10216-9101	1	1	1-297956	116.6727447	18.73484105	0.0514557	116.6727371	18.73483456	0.0514866	17.3	23.032	-21.944561	11.02388841	1	0	L10	0	7.070266
10222-6101	1	1	1-582721	42.32616052	-8.174944543	0.0300342	42.32615727	-8.17494283	0.0302815	7.3	22.184	-21.27675	10.67900799	0	0	L10	0	8.633842
10493-12701	1	1	1-351890	121.2301075	52.07082422	0.0697078	121.2300438	52.07088138	0.0697039	3.2	22.572	-21.118698	10.47255362	0	0	L10	0	6.474335
10493-6103	1	1	1-352292	123.4317283	52.96061662	0.138128	123.4316741	52.96067003	0.1381322	212.6	25.023	-22.151217	11.10828364	1	1	L10	0	6.796991
10494-12702	1	1	1-352560	124.5160486	54.61908305	0.117425	124.5160486	54.61908305	0.1174978	504.8	25.248	-22.690151	11.33875247	1	1	L10	0	13.719557
10494-12704	1	1	1-352569	125.3882609	55.15196808	0.0797181	125.3881722	55.15202735	0.079669	5.3	22.912	-21.925495	10.99341915	1	0	L10	0	9.9447975
10494-6102	1	1	1-352603	124.9240982	54.62727661	0.0805874	124.9240387	54.62735245	0.0806016	6.1	22.984	-21.839504	10.9845707	1	0	L10	0	5.922393
10496-6104	1	1	1-154281	126.5023939	40.98111497	0.0575645	126.5023866	40.9811098	0.0575592	14	23.04	-22.23878	11.12979416	1	0	L10	0	14.203606
10496-9101	1	1	1-72421	123.4120806	41.36503434	0.099839	123.4120839	41.36503191	0.0998293	3.4	22.926	-21.847458	10.98208256	1	0	L10	0	7.0998387
10497-12702	1	1	1-383052	121.6039632	17.41768632	0.104144	121.6039326	17.41770006	0.1041248	40.5	24.04	-21.462477	10.79318404	1	1	L10	0	9.684381
10498-1902	1	1	1-299561	130.320095	27.65931452	0.0950556	130.320084	27.65931429	0.0950887	12.5	23.446	-21.453657	10.83111428	1	1	L10	0	4.1001325
10498-3702	1	1	1-299570	130.1508722	27.87653023	0.0965892	130.1508583	27.87654129	0.0965948	15	23.54	-21.64936	10.86246822	1	1	L10	0	6.985332
10498-6102	1	1	1-385347	130.4190728	25.80776927	0.13984	130.4190655	25.80777505	0.139837	28.9	24.167	-22.036058	11.04875619	1	1	L10	0	3.8677988
10498-6103	1	1	1-299532	131.2249752	27.71899985	0.0854244	131.2249755	27.71899302	0.0854342	6.6	23.071	-21.17456	10.69828181	0	0	L10	0	5.5931616
10499-12702	1	1	1-299669	131.6352312	29.59872324	0.0701255	131.6352701	29.59871366	0.070107	89.4	24.023	-22.014273	11.04037915	1	1	L10	0	13.280752
10500-12704	1	1	1-231628	136.2739785	32.62237992	0.058176	136.2739083	32.62238846	0.0581635	3.1	22.395	-20.694792	10.32073329	0	0	L10	0	5.003067
10501-9102	1	1	1-605544	134.0716545	30.68428716	0.0536605	134.0716767	30.6842626	0.0516741	16.4	23.012	-21.33276	10.74467417	0	0	L10	0	6.8620405
10502-12702	1	1	1-230926	129.5223604	30.74318936	0.106843	129.5223782	30.74317212	0.1068473	8.7	23.396	-21.976202	11.02022008	1	1	L10	0	4.962018
10503-9101	1	1	1-80332	159.9113539	5.175714834	0.0680894	159.9113424	5.175719281	0.0715483	409.4	24.702	-21.30654	10.71266573	0	0	L10	0	8.292195
10507-6104	1	1	1-174945	176.288581	49.71875402	0.0322098	176.2885622	49.71887882	0.0322209	3.3	21.895	-21.216887	10.74390128	0	0	L10	0	6.7807198
10508-6101	1	1	1-175865	183.3719899	50.74152931	0.0307574	183.3719835	50.74158596	0.0307286	96.3	23.318	-21.808784	10.97486614	1	1	L10	0	13.746653
10509-9101	1	1	1-576127	168.5324518	47.80430912	0.0674518	168.5324526	47.80433329	0.0680965	4.1	22.658	-21.872856	10.88148573	0	0	L10	0	8.1224375
10510-6104	1	1	1-618223	180.05782	56.2506	0.0636975	180.0579008	56.25067613	0.0631247	20.6	23.291	-21.360373	10.79238892	0	0	L10	0	9.044775
10510-9102	1	1	1-189083	178.8819552	54.89890465	0.0516048	178.881879	54.89894993	0.0516122	1513.5	24.976	-21.605268	10.8882799	1	1	L10	0	7.779079
10512-3701	1	1	1-76957	135.6910469	3.275085011	0.123318	135.6910342	3.275089238	0.1232693	9.8	23.58	-21.777704	10.96064043	1	1	L10	0	3.7155902
10513-12701	1	1	1-54225	140.6523987	-0.409026807	0.0540149	140.652379	-0.409039289	0.05403	21.4	23.167	-21.265022	10.75498408	1	0	L10	0	9.361627
10515-6102	1	1	1-560087	147.4027642	4.116285656	0.0897408	147.4027505	4.116289305	0.0901261	4.2	22.924	-21.28536	10.55466996	0	0	L10	0	6.2841353
10515-9102	1	1	1-78580	148.9186674	5.043535237	0.0344907	148.9186441	5.043502528	0.0344872	3.1	21.928	-20.62785	10.34473243	0	0	L10	0	7.313486
10518-12705	1	1	1-607996	154.0854156	4.82202894	0.0458089	154.0853854	4.822007224	0.0457878	5.5	22.429	-21.824999	10.75090878	0	0	L10	0	14.73771
10519-6102	1	1	1-586574	154.823301	4.763065705	0.046005	154.8232696	4.763066443	0.0461192	5	22.394	-20.905254	10.42279037	0	0	L10	0	#N/A
10837-12702	0	1	1-61633	159.8311315	2.321765836	0.08280073	159.8311269	2.321771455	0.0828081	4.2	22.846	-21.588694	10.87442808	1	0	L10	0	8.353584
10839-6104	0	1	1-53060	132.3878491	1.728030428	0.06883238	132.3878525	1.728020243	0.0688331	17.6	23.301	-21.15485	10.71703692	1	1	L10	0	5.8888807
10840-12701	1	1	1-214225	133.3661537	4.319674927	0.09563446	133.3661601	4.319662126	0.0956512	5.2	23.071	-21.697287	10.92038512	1	0	L10	0	9.837006
10841-12704	1	1	1-77695	142.7447583	3.807720566	0.08898211	142.7447586	3.807711807	0.0889694	109.4	24.328	-22.097633	11.09170087	1	1	L10	0	8.489515
10842-6101	1	1	1-77620	141.0356095	4.012842205	0.08356708	141.0356091	4.012835566	0.083567	4	22.833	-22.067978	11.03407408	1	0	L10	0	5.557425
10844-6102	1	1	1-78125	146.0868705	4.592183657	0.06130094	146.0868733	4.592192878	0.0613192	3.9	22.542	-21.557142	10.87768466	0	0	L10	0	6.0752583
10844-6104	1	1	1-181700	145.8472772	6.301031392	0.06144884	145.8472559	6.30103453	0.0614298	3.6	22.509	-21.449322	10.83037987	1	0	L10	0	4.7769012
10845-12701	1	1	1-78255	147.9806038	3.483396815	0.06007185	147.9806084	3.483417319	0.0600794	3.5	22.477	-20.543415	10.3818784	0	0	L10	0	6.589284
11010-3704	1	1	1-522216	197.0919695	23.5210697	0.13578445	197.091975	23.52111	0.13578	58	24.4424	-21.957685	11.03966912	1	1	B12	0	3.0522528
11010-9101	1	1	1-522062	196.56301	25.46055832	0.024156649	196.563015	25.46054	0.02416	8.2	22.0353	-19.890993	9.9730552	0	0	B12	0	7.345901
11011-3701	1	1	1-320614	215.9023963	48.43617308	0.07400261	215.902462	48.43620782	0.073976	11.2	23.17	-21.817621	10.98123154	1	0	L10	0	4.6137395
11011-9102	1	1	1-197650	219.4377854	48.59001534	0.1227145	219.4377854	48.59001534	0.122713	20.3	23.892	-22.245827	11.11579417	1	1	L10	0	10.708494
11012-9101	1	1	1-245118	211.8427755	54.50663923	0.067498766	211.8427113	54.5067148	0.0674972	4.2	22.661	-20.97983	10.64304478	1	0	L10	0	4.4985876
11013-6101	1	1	1-244377	206.1757203	55.88709302	0.03733982	206.175637	55.88716892	0.0373413	144.7	23.667	-20.920965	10.3708864	0	0	L10	0	5.7046614
11014-3704	1	1	1-456718	194.6472928	27.26475583	0.024539573	194.6472275	27.26468081	0.1531711	4.1	23.405	-23.134993	9.105869407	0	0	L10	0	5.2100616
11018-6103	1	1	1-233861	194.9488699	50.79530405	0.053898912	194.9488588	50.79536175	0.0538994	3	22.312	-21.51534	10.82902591	0	0	L10	0	5.595829
11020-12703	1	1	1-627142	205.8091	55.60314	0.06767025	205.8090497	55.60320319	0.0678652	5.9	22.813	-21.250402	10.75489551	1	0	L10	0	#N/A
11020-9101	1	1	1-196222	203.3968082	54.46212399	0.10750053	203.3968067	54.46219929	0.1075186	176.7	24.71	-22.25224	11.19124816	1	1	L10	0	7.6952133
11021-1902	1	1	1-547738	201.9403921	54.79918265	0.032718696	201.940436	54.79921498	0.0330175	3.1	21.889	-21.154428	10.72147024	0	0	L10	0	13.427602
11021-3701	1	1	1-195671	198.493112	53.46927011	0.062149033	198.4931258	53.46937272	0.0621712	53.2	23.689	-21.599215	10.90173937	1	1	L10	0	4.633832
11021-6104	1	1	1-195619	199.6248881	54.06644077	0.03267249	199.6249117	54.06649937	0.032655	6.2	22.18	-21.04713	10.67146714	0	0	L10	0	6.122069
11024-6103	1	1	1-641156	201.215462	-1.035083372	0.106715076	201.2154706	-1.03509786	0.106721	12.8	23.563	-21.299826	10.68419926	1	1	L10	0	9.207088
11025-12705	1	1	1-23958	258.8519931	57.32249742	0.029512003	258.8519877	57.32259385	0.0295223	3.2	21.804	-20.923693	10.61675063	0	0	L10	0	8.493259
11742-3703	1	1	1-584896	125.2931057	39.26303757	0.02881331	125.2931023	39.26302117	0.0270038	8.7	22.159	-20.778872	10.57636388	0	0	L10	0	4.7727113
11743-12703	1	1	1-412000	118.1777885	14.84068948	0.047622	118.1778035	14.84068606	0.0476051	3.6	22.28	-21.020697	10.41238394	1	0	L10	0	10.66919
11743-3702	1	1	1-458599	118.4790874	13.15460132	0.047628958	118.4790799	13.15458059	0.0476104	7.4	22.593	-21.296396	10.78171642	1	0	L10	0	3.9790199
11745-12701	1	1	1-123194	127.0244781	44.76675657	0.1449603	127.0244781	44.76675657	0.1449578	10	23.74	-22.648415	11.32072798	1	1	L10	0	14.566419
11747-12704	1	1	1-605382	129.8159659	28.84410349	0.0789606	129.8159659	28.84410349	0.0789433	918.4	25.143	-22.694706	11.32044334	1	1	L10	0	11.845027
11748-12705	1	1	1-605722	138.7486211	29.73024035	0.02116145	138.7486493	29.73024298	0.0211512	18.3	22.267	-21.062252	10.58078041	0	0	L10	0	9.514879
11748-6102	1	1	1-386962	138.4144773	29.99293651	0.022514744	138.4144481	29.99293907	0.0225113	24	22.439	-21.377808	10.78406151	0	0	L10	0	13.019931
11749-3702	1	1	1-387445	139.7475116	31.86128701	0.061941385	139.747519	31.86128013	0.0619532	308.4	24.449	-21.56683	10.88323472	1	1	L10	0	5.2980204
11751-12704	1	1	1-301330	145.8298035	36.24782181	0.022336463	145.829793	36.24781478	0.0223301	75	22.927	-20.769716	10.55673126	1	0	L10	0	20.471094
11751-1901	1	1	1-301090	146.6287583	34.91683772	0.041447632	146.6287598	34.91683258	0.0414357	8.1	22.508	-20.738317	10.2593086	0	0	L10	0	3.5326748
11751-6101	1	1	1-567397	145.2671592	34.73287857	0.049939964	145.2671644	34.73290374	0.131879	21	23.974	-23.390005	10.6663633	0	0	L10	0	5.5020375
11753-1902	1	1	1-55225	146.0046616	1.8736244	0.09970118	146.0046496	1.873613936	0.0996827	8.4	23.317	-22.222178	11.14666325	1	1	L10	0	6.2358546
11755-12704	1	1	1-258555	186.6765458	43.65798211	0.06542503	186.6765333	43.65797105	0.0654263	3.8	22.589	-20.700138	10.45736312	0	0	L10	0	6.5607347
11755-3701	1	1	1-282582	186.6701841	43.08595187	0.07414606	186.6701586	43.08593635	0.0741641	35.5	23.673	-21.826706	10.9826409	1	1	L10	0	5.0986547
11757-6104	1	1	1-634140	250.3632707	26.69389054	0.06967182	250.3632852	26.69388456	0.0697459	4.2	22.69	-21.695086	10.67990964	0	0	L10	0	5.4693933
11758-12705	1	1	1-591782	201.7260927	52.75354353	0.029760635	201.7261144	52.7536302	0.0297986	4.2	21.93	-21.315441	10.7940473	0	0	L10	0	9.0011835
11758-6104	1	1	1-195951	202.3175409	53.08198454	0.029086454	202.3176138	53.0820558	0.0290867	7.1	22.137	-21.293238	10.77462697	0	0	L10	0	13.46057
11761-12705	1	1	1-195337	194.9157008	53.34118605	0.027664695	194.9158315	53.34124028	0.0276569	33.3	22.763	-21.01515	10.65076334	0	0	L10	0	23.989359
11761-9102	1	1	1-151997	193.6573775	53.09004511	0.05382	193.6573658	53.09003305	0.0538441	301.8	24.314	-21.979319	11.03286975	1	1	L10	0	17.65273
11823-12704	1	1	1-324267	249.1019868	28.61780528	0.14442544	249.1019629	28.61778328	0.1444367	3	23.214	-22.258017	11.14971757	1	0	L10	0	5.3978105
11823-12705	1	1	1-543758	249.6988993	27.90719509	0.101941854	249.6988884	27.90719069	0.1018925	31.4	23.91	-21.852869	10.98403433	1	1	L10	0	6.9426055
11824-12703	1	1	1-369352	224.6437552	5.790766112	0.081916235	224.643735	5.79077	0.08192	8.3	23.1323	-22.070475	11.01168689	1	0	B12	0	11.1654825
11826-9102	1	1	1-399129	188.4072995	37.68945569	0.10225852	188.4072707	37.68947128	0.1022425	3.4	22.948	-21.460552	10.83674752	1	0	L10	0	4.677816
11827-12701	1	1	1-320324	211.9917552	47.90640081	0.14428656	211.9917577	47.90640364	0.144277	5.7	23.492	-21.683746	10.86191842	1	1	L10	0	6.587777
11827-12703	1	1	1-320551	212.9092873	49.88447438	0.12891996	212.9092983	49.88451688	0.1289339	29.1	24.095	-21.561615	10.8591204	1	1	L10	0	6.794733
11827-3702	1	1	1-320560	213.1826645	49.86848362	0.0773578	213.1826723	49.86850987	0.0773725	113.4	24.216	-22.079283	11.07008532	1	1	L10	0	5.0972676
11835-9101	1	1	1-82677	220.1784758	3.46542547	0.02737131	220.1784826	3.465421464	0.0273416	3.4	21.762	-21.614824	10.8878676	0	0	L10	0	18.267357
11838-3701	1	1	1-1747	155.0337439	-0.797442316	0.055798467	155.0337455	-0.797435501	0.0557958	3.3	22.384	-20.573124	10.37914929	0	0	L10	0	2.4758403
11838-6104	1	1	1-2354	155.8837292	0.173720125	0.095662445	155.8837343	0.17371974	0.0956663	4.6	23.018	-22.062872	11.07528492	1	0	L10	0	8.201276
11863-6101	1	1	1-195108	191.6980396	54.88751597	0.085060015	191.6980305	54.88760188	0.0850666	41	23.86	-21.939898	11.02507502	1	1	L10	0	5.35198
11863-9101	1	1	1-195175	193.2919141	55.168982	0.08559433	193.2918674	55.16903554	0.0855999	5.1	22.961	-21.334644	10.77896268	1	0	L10	0	4.4597526
11866-12705	1	1	1-1009	149.6474813	0.742772638	0.064824656	149.6474182	0.742784383	0.0648317	6.4	22.807	-20.893951	10.44438048	0	0	L10	0	3.4470954
11867-1902	1	1	1-53618	136.9586126	1.028064245	0.12799934	136.9586493	1.028055707	0.1279803	3.6	23.18	-21.02781	10.28014718	0	0	L10	0	2.375101
11868-6104	1	1	1-272854	250.0446438	26.10238416	0.05113933	250.04463	26.10235231	0.0511381	4.8	22.469	-20.954031	10.2398657	0	0	L10	0	6.121752
11871-12703	1	1	1-623440	194.5565425	26.4268536	0.069039315	194.5564868	26.42686785	0.0690223	12.6	23.158	-21.657179	10.68286505	1	0	L10	0	10.131629
11872-12701	1	1	1-189152	177.5469829	53.72241139	0.06031299	177.5469469	53.7225048	0.060311	82.5	23.852	-21.514645	10.81899631	1	1	L10	0	9.739622
11872-6104	1	1	1-151055	181.1325457	52.46360565	0.08257553	181.1324919	52.46367784	0.0825811	6.4	23.027	-21.822018	10.91695792	1	0	L10	0	6.765536
11940-1902	1	1	1-249062	246.6262343	35.67178436	0.03320053	246.6262488	35.67178151	0.033199	6.9	22.241	-20.690598	10.41105782	0	0	L10	0	7.220944
11942-12705	1	1	1-135547	247.4369951	40.81165478	0.0293382	247.4369951	40.81165478	0.0293525	7.5	22.169	-22.206202	11.1306515	0	0	L10	0	22.121666
11944-9101	1	1	1-200058	242.0146297	37.15397362	0.06975709	242.0146288	37.15396801	0.0697544	4.5	22.72	-20.835703	10.41003596	0	0	L10	0	4.1554713
11944-9102	1	1	1-200527	242.8076841	36.97341868	0.06742316	242.8076502	36.97343124	0.067416	3.9	22.627	-21.959084	11.02794535	0	0	L10	0	7.4567966
11946-6104	1	1	1-135727	250.7216388	37.87668606	0.13349333	250.7216125	37.87668361	0.1334609	3.1	23.154	-21.946642	11.01800033	1	0	L10	0	4.0625315
11947-12701	1	1	1-564535	251.3141503	34.63974126	0.05831617	251.3140791	34.6397767	0.1374947	6	23.469	-22.5963	11.0614215	0	0	L10	0	5.2787933
11947-3701	1	1	1-564538	251.8027154	34.56080925	0.09950381	251.8027035	34.56080885	0.0899295	30.2	23.778	-21.740185	10.94226136	0	0	L10	0	5.1224346
11950-3702	1	1	1-564581	250.2937561	29.05075641	0.07446227	250.2937459	29.05073735	0.1454268	12.9	23.854	-23.273264	11.48351174	0	0	L10	0	4.71916
11952-9101	1	1	1-325544	253.1475527	28.45477604	0.07935485	253.1475663	28.45477617	0.0793514	11	23.226	-21.713764	10.91294839	1	0	L10	0	7.056559
11954-12704	1	1	1-624592	197.3878688	53.49427299	0.03031263	197.3879135	53.49433594	0.0297383	24.6	22.696	-21.20571	10.58221557	0	0	L10	0	10.383043
11955-9102	1	1	1-195251	197.0104645	53.93587666	0.03288055	197.0105417	53.93593122	0.0328748	3.2	21.899	-20.78314	10.45248782	0	0	L10	0	7.7745314
11957-6104	1	1	1-151258	186.985069	52.52347406	0.08372679	186.9850655	52.52355064	0.083733	8.2	23.147	-21.823944	10.98706629	1	0	L10	0	5.989095
11960-9102	1	1	1-564644	237.2479393	8.909923826	0.06826999	237.2479375	8.909916876	0.0682774	322.3	24.556	-21.662813	10.91363838	1	1	L10	0	7.130852
11962-3703	1	1	1-631833	226.5078869	8.789788259	0.045978706	226.5078809	8.789785113	0.0459821	8.2	22.606	-21.339617	10.7945347	1	0	L10	0	4.192296
11963-3703	1	1	1-336083	234.0880133	8.68671897	0.12631686	234.0880318	8.686722077	0.12633	72.9	24.474	-21.851843	10.964037	1	1	L10	0	3.0868828
11967-6104	1	1	1-335584	231.5622656	9.885444356	0.13238953	231.5622792	9.885451591	0.132406	24.3	24.041	-21.824306	10.93061604	1	1	L10	0	6.180576
11970-6104	1	1	1-333806	225.7667088	9.506868333	0.092852466	225.7667071	9.506844889	0.0928407	4.3	22.961	-21.751978	10.92425284	1	0	L10	0	-9999
11974-12703	1	1	1-497670	238.2034652	10.18659559	0.093530305	238.203465	10.1866	0.09353	5.4	23.0667	-21.332659	10.73578852	1	0	B12	0	8.41726
11977-6103	1	1	1-325684	254.6252332	25.39028164	0.032695293	254.6252085	25.39026985	0.0326879	13.1	22.506	-20.558773	10.47387641	1	0	L10	0	6.1460433
11978-12705	1	1	1-634114	249.8783474	21.31691614	0.031127432	249.8783604	21.31692453	0.0311166	5.1	22.053	-20.804781	10.17694169	0	0	L10	0	9.436444
11979-9102	1	1	1-273041	252.7722449	22.52740678	0.031599846	252.7722543	22.52741184	0.0315992	11	22.4	-20.53122	10.40693352	0	0	L10	0	7.4799614
11981-3704	1	1	1-294241	253.6280507	19.77097873	0.053669404	253.6280448	19.77098118	0.0536912	5.4	22.564	-21.558645	10.87611911	0	0	L10	0	7.296468
11982-9102	1	1	1-96451	311.3108177	-5.484327038	0.027040787	311.3108116	-5.484314526	0.0268846	14.8	22.386	-20.85105	10.45527926	0	0	L10	0	8.1437
11983-12703	0	1	1-22720	258.6275452	65.28973529	0.07990916	258.6274921	65.28980171	0.0798915	273.2	24.627	-21.461693	10.7878147	1	1	L10	0	9.29648
11983-6101	1	1	1-22259	255.80782	63.54181008	0.096160665	255.8077649	63.54188049	0.0961693	3.5	22.904	-21.908737	11.00770651	1	0	L10	0	5.907589
12066-12705	1	1	1-635845	328.57792	0.3554	0.06712813	328.5779284	0.355402969	0.0671224	8.8	22.977	-21.687523	10.43813609	0	0	L10	0	#N/A
12067-6102	1	1	1-26462	332.8643128	-0.050600748	0.052349173	332.8643004	-0.050607749	0.052353	3.9	22.4	-21.184145	10.7099401	1	0	L10	0	6.7313137
12068-6104	1	1	1-106204	336.5142501	1.204682963	0.057716995	336.5142581	1.204646987	0.0577058	7.4	22.765	-21.909546	10.89732491	0	0	L10	0	5.805411
12069-12704	1	1	1-27482	338.0302348	0.037066931	0.038942147	338.0302298	0.03708465	0.0389393	3.3	22.063	-21.277853	10.56342164	0	0	L10	0	9.745629
12073-9102	1	1	1-601579	14.25854666	-0.875174283	0.044160094	14.25854224	-0.875192597	0.044156	71.3	23.509	-21.719097	10.90772232	1	1	L10	0	11.630613
12074-6102	1	1	1-108080	17.65096646	-0.468369702	0.10994162	17.65094968	-0.468383395	0.1099471	4.5	23.136	-21.61341	10.89342983	1	0	L10	0	4.87401
12075-12701	1	1	1-33805	18.73997172	0.430799451	0.044819	18.73997172	0.430799451	0.0448125	4.1	22.282	-21.909422	11.01880846	1	0	L10	0	14.517865
12075-12704	1	1	1-34106	20.5990669	-0.875200566	0.027124636	20.59906889	-0.875210357	0.0271235	4.6	21.886	-21.653957	10.89710204	0	0	L10	0	24.07443
12075-9101	1	1	1-33669	19.72343784	-1.002011103	0.045257337	19.72343321	-1.002013828	0.0452634	4	22.281	-22.03708	11.06734528	0	0	L10	0	13.011145
12081-9101	1	1	1-603215	31.41802404	-0.69486779	0.042502463	31.41799151	-0.694858201	0.0424419	4.3	22.255	-20.75838	10.462989	0	0	L10	0	13.894797
12084-6104	0	1	1-117115	344.6428944	15.17278477	0.030843178	344.6429071	15.17278322	0.0308352	11.3	22.39	-20.71585	10.35829825	0	0	L10	0	5.3436913
12084-9101	1	1	1-116706	344.5080861	13.13449361	0.025187705	344.5080896	13.13450517	0.0251839	44.9	22.81	-21.232273	10.70289483	1	0	L10	0	17.029215
12085-6101	1	1	1-117381	346.5684908	13.98233833	0.035540454	346.5684804	13.98232663	0.0355404	9	22.417	-20.742992	10.40882195	0	0	L10	0	5.3481774
12085-9102	0	1	1-116989	345.6679629	13.32909231	0.027651656	345.6679579	13.32907858	0.0276497	6.2	22.033	-20.739672	10.44737281	0	0	L10	0	7.3594174
12087-12705	0	1	1-117635	348.394664	13.98678575	0.039812516	348.3946594	13.9867946	0.0398122	4.2	22.187	-21.09969	10.69519467	0	0	L10	0	9.463383
12088-3701	0	1	1-597772	348.4187451	14.02097682	0.04090169	348.4187392	14.02099081	0.040372	7.2	22.434	-21.254723	10.54321259	0	0	L10	0	7.7521744
12089-12704	1	1	1-118325	352.3482006	14.20430248	0.041508455	352.3482073	14.20429004	0.0415491	3.2	22.107	-21.15162	10.4731247	0	0	L10	0	10.1505995
12089-3701	0	1	1-118382	351.1082348	13.97227969	0.042419266	351.1082214	13.97227784	0.0424431	69.3	23.462	-22.099264	11.1020405	1	1	L10	0	9.789446
12090-6103	1	1	1-598278	351.155166	14.64244514	0.042182494	351.1551477	14.64245191	0.0376847	79.6	23.416	-20.638418	10.68087887	0	0	L10	0	3.7864623
12090-6104	1	1	1-570537	352.625856	13.90562838	0.04045266	352.6258603	13.90562821	0.0397687	3.7	22.131	-20.93811	10.60721319	0	0	L10	0	5.762555
12092-12702	0	1	1-39672	14.08662529	13.8621551	0.039807778	14.08664156	13.86212226	0.0398055	5.2	22.28	-20.537989	10.47962294	0	0	L10	0	10.61997
12093-12702	0	1	1-601858	17.51320077	13.97816139	0.058283262	17.51319872	13.9781523	0.0582725	231.4	24.269	-21.674292	10.94332071	1	1	L10	0	16.81591
12484-12705	1	1	1-575186	196.3089888	31.99969441	0.05186	196.3089783	31.99971362	0.0518762	16.6	23.021	-21.967716	10.89993628	0	0	L10	0	16.105112
12484-6104	1	1	1-415452	197.6078636	32.77532674	0.12802319	197.6077819	32.77533832	0.1280061	3.3	23.143	-21.67325	10.89869923	1	0	L10	0	4.0468307
12488-9101	1	1	1-386400	134.7407637	28.9016652	0.042549588	134.7407777	28.90166014	0.0425476	3.8	22.203	-20.580105	10.05833867	0	0	L10	0	7.2171273
12489-9102	1	1	1-63963	180.2156375	3.315564879	0.13580294	180.2156194	3.315555105	0.1358084	8.3	23.598	-22.428684	11.20285742	1	1	L10	0	7.7382684
12491-6104	1	1	1-612698	166.5425234	3.320715174	0.031147812	166.542548	3.320707862	0.0311498	7.3	22.209	-20.599096	10.4848378	0	0	L10	0	6.472995
12506-12701	1	1	1-82432	218.2904766	3.946650828	0.030030238	218.2904561	3.946651992	0.0291756	7.7	22.175	-20.575222	10.32393411	0	0	L10	0	9.358866
12510-3701	1	1	1-10760	203.9115243	-0.920043479	0.07180949	203.9115442	-0.920050648	0.0717975	6.3	22.893	-21.639803	10.57409988	0	0	L10	0	3.3375127
12510-9102	1	1	1-159093	202.7153158	-1.778672768	0.036044568	202.7153245	-1.778709653	0.0360613	8.9	22.425	-20.709724	10.28784408	0	0	L10	0	6.9999743
12511-12705	1	1	1-53328	133.948605	0.794302784	0.041475892	133.9486002	0.794278071	0.0414851	9.9	22.596	-21.048069	10.54261611	0	0	L10	0	9.103236
12511-6102	1	1	1-53257	134.5205952	1.153756622	0.07123264	134.5205899	1.153751824	0.0712139	20.2	23.391	-21.607224	10.88988143	1	1	L10	0	5.4170117
12514-12702	1	1	1-67044	198.8398442	1.927555685	0.034554448	198.8398373	1.927525935	0.0345565	3.1	21.93	-20.922993	10.52938316	0	0	L10	0	9.40455
12514-9102	1	1	1-625206	199.2706438	1.827997832	0.0362903	199.2706449	1.828006127	0.0362846	5.7	22.237	-20.66664	10.20181315	0	0	L10	0	7.2919097
12518-3703	1	1	1-2936	159.604438	-0.39269029	0.096298665	159.6044297	-0.392686035	0.0962909	33.7	23.889	-21.807056	10.94798026	0	0	L10	0	4.011592
12622-1901	1	1	1-419213	199.5343559	31.96011957	0.077644385	199.53434	31.96012868	0.0776504	4.1	22.777	-21.722982	10.73100746	0	0	L10	0	3.7567246
12624-6103	1	1	1-415842	204.4264945	29.70648974	0.115468994	204.4266149	29.7064718	0.115472	227.9	24.886	-22.398125	11.19916664	1	1	L10	0	6.1574874
12624-9102	1	1	1-406086	205.4988552	29.78153774	0.044902008	205.4988673	29.78154209	0.0449137	10.3	22.684	-20.941786	10.62609658	1	0	L10	0	7.2022686
12651-12703	1	1	1-325181	250.6610343	27.44370173	0.1027953	250.6610437	27.44371566	0.102788	8.3	23.34	-22.308466	11.16248616	1	1	L10	0	16.84049
12652-3704	1	1	1-273036	253.5990565	23.56630121	0.056949347	253.5990687	23.56631236	0.0569486	3.77	22.461	-21.316462	10.75560861	0	0	L10	0	7.5467496
12652-6101	1	1	1-270308	251.7049014	22.90516927	0.035646018	251.7048903	22.90516488	0.0356447	3	21.943	-20.746338	10.53928804	0	0	L10	0	6.8707213
12667-12704	1	1	1-135773	250.4556512	37.30926181	0.09923228	250.4556315	37.30927013	0.0992229	20.5	23.7	-21.881296	10.94391349	1	1	L10	0	7.297218
12667-9101	1	1	1-211327	248.8820365	38.69420111	0.1390427	248.8819846	38.694186	0.1390516	4.9	23.391	-21.880707	10.97650884	1	1	L10	0	4.4378037
12674-12703	1	1	1-210719	246.8420922	39.10963062	0.03303058	246.8420892	39.10964044	0.0330155	7.1	22.249	-21.08572	10.47812334	0	0	L10	0	8.913908
12675-12705	1	1	1-211756	251.2203052	34.21425615	0.085053556	251.2202989	34.21423848	0.0850507	31	23.739	-21.785748	11.06117509	1	1	L10	0	8.261443
