MANGAID,plateifu,identified_mangaid,stellarmass_1.0re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
1-109493,8156-9101,1-109493,11.4498349,40.57809468,1.946235061,-1.021387339,0.175505178,11.16584192,40.35479799,1.957270026,-1.332895756,0.08234131,10.96534901,40.17886453,1.988937974,-1.94611454,0.05583121
1-109521,8156-6101,1-109521,11.02450129,39.68151032,1.930811882,-0.918796003,0.00633292,10.73538023,39.34411372,1.960957289,-1.604495406,0.002855917,10.41305368,38.85077415,1.999907136,-2.071862221,0.000494231
1-109679,12685-12701,1-109679,10.32258135,38.91880164,1.398730397,4.947038651,0.059001398,9.981051904,38.32401015,1.444998622,3.261254549,0.014714034,9.682634524,37.97206908,1.448481679,2.810137749,0.00731467
1-109808,12685-12704,1-109808,10.89860653,38.83322748,1.67180872,1.535698891,0.01358947,10.63583254,38.53264256,1.781817317,-0.088209413,0.005566267,10.30414669,38.22964838,1.83701992,-0.778270125,0.002282227
1-109817,12685-6102,1-109817,10.63763057,41.13728976,1.641352892,-0.224204972,4.513484597,10.34283113,40.756713,1.775313377,-1.412397385,1.002715424,9.969580523,40.36955122,1.808953524,-1.552810192,0.322475001
1-109836,12685-12702,1-109836,10.29664609,39.72341369,1.295153379,5.306556225,0.328017062,9.893459034,39.07162221,1.360380411,4.473430634,0.096395462,9.476497673,38.5350726,1.37506628,4.166866302,0.033147703
1-109849,12685-9102,1-109849,10.67493902,39.15014048,1.873958826,-1.418419361,0.00165521,10.39225709,38.76366562,1.933787346,-2.213817835,0.000240788,10.01039692,38.17767168,1.94879353,-2.266384602,4.68E-05
1-109860,12685-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-109872,12685-3704,1-109872,10.587581,39.75632359,1.875859022,-1.911007881,0.047761764,10.16648471,39.30121164,1.920436621,-2.023523092,0.020383654,9.925262924,39.08391033,1.913103104,-2.023523092,0.012173775
1-109909,12685-1901,1-109909,11.09805642,39.75326567,1.727019787,-1.998346925,0.029239085,10.98501635,39.57224865,1.862071514,-2.553249836,0.019791679,10.80114255,39.2358531,1.93258667,-2.953249931,0.010791861
1-109924,12685-6104,1-109924,10.76852909,38.81411312,1.97151196,-2.146181107,0.00026232,10.43455185,38.37848251,1.991492987,-2.299634695,0.000136807,9.963631621,37.68643022,2.029187441,-2.526781559,0
1-109934,12685-3703,1-109934,10.53327161,40.02742833,1.879308462,-1.298119068,0.103423579,10.15079047,39.67840712,1.943484187,-1.813562274,0.029918776,9.763664753,39.31441217,1.964865088,-1.969473004,0.011518503
1-110095,12685-3702,1-110095,11.07587968,39.7703902,1.811637282,-1.46895206,0.051547826,10.79751356,39.46158141,1.847899079,-1.634185672,0.028886495,10.43667235,39.08676914,1.88865459,-1.424485326,0.012247603
1-110133,12685-12703,1-110133,9.253973419,39.9590764,1.374718666,5.655019283,0.104808981,8.8757859,39.60022762,1.366875648,5.53536129,0.045741861,8.553660774,39.12138189,1.369775772,5.652377129,0.017358209
1-110139,12685-6103,1-110139,10.81355594,39.46317734,1.982566237,-2.322890282,0.011550407,10.47915693,39.09083281,1.986780167,-2.267790556,0.006700718,10.13361642,38.73400735,1.986613035,-1.838507652,0.002747536
1-110165,12685-12705,1-110165,10.62653153,40.41210036,1.362739086,2.843080521,1.930621745,10.31339682,39.80423511,1.463226557,1.315629363,0.49911513,10.02704506,39.31137941,1.541025996,1.003997326,0.170722556
1-113,12512-9101,1-113,10.81790982,39.12876466,1.875556946,-0.710762739,0.009047628,10.54831367,38.84787509,1.972678781,-1.604622006,0.004726326,10.24282148,38.54765983,1.988632321,-1.760025263,0.002514448
1-113208,8618-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113219,7815-9102,1-113219,9.527517518,39.92012807,1.283786654,6.371370792,0.162900957,9.181446262,39.50652658,1.299049139,6.302322865,0.067574087,8.791065298,39.1089848,1.304671407,5.758524418,0.027898039
1-113242,7972-6101,1-113242,11.20019471,40.66882411,2.016575813,-1.867379427,0.291107341,10.97041451,40.43098199,2.011971474,-2.181792974,0.167836888,10.68302939,40.18844962,2.040420294,-2.494796038,0.093611548
1-113265,7972-12703,1-113265,10.2105163,39.94621579,1.435764194,2.237946749,0.458115157,9.913810398,39.78055138,1.344167471,2.717497349,0.372522937,9.652314681,39.59522908,1.28085649,3.864750624,0.259734794
1-113273,7972-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113292,7972-9101,1-113292,11.17410604,39.61605758,1.728418112,-0.613516033,0.066865307,10.8807278,39.24608714,1.867671371,-0.857629478,0.021066067,10.56154489,38.88936575,1.879752994,-0.805398941,0.009350097
1-113315,7972-3702,1-113315,10.80292316,39.69027062,1.91045773,-1.620394111,0.05036943,10.41210392,39.27128927,1.951720715,-2.016182899,0.016906248,10.01704155,38.86806235,1.968141913,-2.037785053,0.006103101
1-113322,7972-12701,1-113322,10.49140428,37.96486912,1.689931631,0.57973367,0.009755483,9.926956833,37.502164,1.701742887,-0.115943745,0.001066277,9.490758972,37.13356303,1.700983763,-0.560800135,0.000327886
1-113343,7972-1901,1-113343,10.17132744,38.10957174,1.951102257,-1.663886666,0.000245961,9.759644106,37.78507977,1.969305396,-1.695408583,9.71E-05,8.957771301,36.89077637,1.976444364,-1.695408583,1.95E-05
1-113346,7972-12702,1-113346,10.66528298,39.58335519,1.36219573,3.331192732,0.730353454,10.0799233,38.99069118,1.414694309,2.381612062,0.092053497,9.595887057,38.6064531,1.484147549,1.939439535,0.025389109
1-113368,7972-6103,1-113368,11.18624386,39.76682392,1.861317277,-1.257441998,0.084973493,10.97804935,39.635358,2.003569365,-1.852757215,0.068329415,10.74039248,39.43779674,2.033360004,-1.876571417,0.045549525
1-113375,7815-9101,1-113375,10.08981673,39.51875051,1.339648128,4.352872372,0.200389944,9.710330636,38.84595348,1.369873762,3.992258787,0.063587121,9.354949472,38.36359477,1.388107061,3.332841158,0.02330784
1-113375,7972-12704,1-113375,9.9542929,39.88280205,1.357509851,5.12981081,0.47764973,9.572017243,39.19094771,1.387679935,4.817874908,0.150597753,9.226522437,38.64931506,1.392097473,4.335544109,0.055366913
1-113379,7815-6101,1-113379,9.041037176,39.56162176,1.259120464,6.360595226,0.038543514,8.586127665,39.14860988,1.238529325,6.706643581,0.014070768,8.194168291,38.80665525,1.223588228,6.673340321,0.006253825
1-113379,7972-3701,1-113379,8.910549387,41.17564016,1.239297271,6.62155962,1.531304738,8.459552619,40.75665351,1.213296771,6.803086281,0.556982978,8.105701643,40.40779499,1.205174446,6.803086281,0.243466838
1-113403,7815-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113404,7972-6104,1-113404,9.903866523,39.96176807,1.25797689,5.504269123,0.409929769,9.443877091,39.33016232,1.321165562,4.653526306,0.101469693,9.012630786,38.87300361,1.343495607,4.021162987,0.035642221
1-113405,7972-3704,1-113405,9.952254871,41.12847606,1.471681714,2.126243591,0.991550857,9.495988802,40.72787823,1.481970429,1.926147103,0.375249337,8.820159176,40.14298256,1.479904175,1.83695662,0.095288685
1-113418,7815-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113468,7815-3701,1-113468,11.03658335,40.20907324,1.706397295,0.546239734,0.278930062,10.77824538,39.98687624,1.843763351,-0.454165608,0.104627984,10.45734995,39.65813477,1.865076184,-0.731489718,0.042325801
1-113469,7815-12702,1-113469,9.461289189,39.67075575,1.302966475,4.902648926,0.080574431,9.049926131,39.06917239,1.336929917,3.967740297,0.024861408,8.691353293,38.66219705,1.337632298,4.195955753,0.010305009
1-113469,7972-12705,1-113469,9.473407654,40.52506829,1.318942428,5.396386623,0.603027975,9.092675267,39.92959197,1.336808443,5.461959839,0.189179223,8.758858691,39.50077689,1.349314213,4.944894791,0.078291398
1-113476,8618-12705,1-113476,11.20957446,40.37893424,1.924764514,-1.331413627,0.149544949,10.91360203,40.1129758,1.928210616,-1.593739152,0.076246035,10.56213054,39.77211194,1.927106023,-1.838454127,0.039036165
1-113518,7972-6102,1-113518,9.663805536,39.34786329,1.388702035,4.192074776,0.064891092,9.363631723,38.85599778,1.40547049,4.07611227,0.023243459,9.068505435,38.51363651,1.409860611,3.791875839,0.010466313
1-113520,7815-1901,1-113520,9.736940492,38.90036025,1.848487973,-0.619663715,0.003397939,9.375159641,38.54632807,1.890751004,-0.772982657,0.001535054,8.924050056,38.09215544,1.906619668,-1.055874467,0.00056228
1-113521,7815-6103,1-113521,10.99130822,40.54865018,1.328214884,4.134077549,2.666630265,10.69021617,40.1235589,1.412221909,3.441889763,0.860735403,10.2834938,39.68098252,1.441795588,3.293756723,0.27956223
1-113525,7815-1902,1-113525,9.426159485,37.94722364,1.722148657,0.349318415,0.000472714,9.15715871,37.66881075,1.712863088,0.5418607,0.00021159,8.83969773,37.27533682,1.717966795,0.430772543,7.95E-05
1-113525,8618-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113525,7972-9102,1-113525,9.458689184,38.89267903,1.78442812,0.235646814,0.005366623,9.090573937,38.39115657,1.779107571,-0.348096848,0.001856266,8.758135331,38.03571867,1.777686,-0.87472707,0.00099613
1-113539,8618-12701,1-113539,9.787000586,38.98427238,1.641733646,2.657466888,0.034126088,9.456061658,38.58646941,1.578688145,2.742291212,0.018328341,9.152693836,38.20664929,1.597126365,2.547689199,0.008293141
1-113540,7815-3702,1-113540,10.31585979,39.8450772,1.278963327,4.362283707,0.670576534,9.971222215,39.36246496,1.303772926,4.004002094,0.266899927,9.639613688,38.9969254,1.309956193,3.969162464,0.121467835
1-113551,7972-3703,1-113551,10.69966276,38.57439068,1.797701836,-1.089051962,0.001032005,10.30814409,38.11700882,1.840821266,-1.259522796,0.000321771,9.924098581,37.6711899,1.840821266,-1.140777349,0.000114354
1-113567,7815-12701,1-113567,9.259811505,39.51273804,1.287558436,5.979792595,0.044619054,8.75745767,38.91459733,1.314775586,5.751907349,0.011939779,8.343328241,38.56168312,1.307235003,5.618865013,0.005107709
1-113567,8618-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113585,7815-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113587,8618-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113647,8618-6104,1-113647,11.17447676,40.016106,1.952245474,-1.657944322,0.113002418,10.8794298,39.60070278,1.952748537,-1.395462155,0.067456051,10.59360913,39.28990126,1.950896502,-1.460427046,0.037824088
1-113651,7815-3704,1-113651,10.68327338,39.76921817,1.767681599,0.225980371,0.096554602,10.30301052,39.41837359,1.900943637,-0.85539186,0.024304346,9.976226935,39.07380995,1.922854543,-1.005624175,0.009807043
1-113654,8618-9102,1-113654,10.28741986,39.66807885,1.34094286,4.856298923,0.384993574,9.85575189,39.19866929,1.34412086,4.532959938,0.152539681,9.350942617,38.70655501,1.34412086,4.730233669,0.052601269
1-113663,8618-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113668,7815-6102,1-113668,11.34914915,40.5229237,1.962991714,-1.667444468,0.186443013,11.17347854,40.3511831,1.982399702,-2.14035511,0.137140686,10.9394104,40.10540554,2.022292376,-2.16517663,0.083731241
1-113672,8618-3704,1-113672,10.87074748,39.94147273,1.409865618,3.382592201,0.912375375,10.55733168,39.5538866,1.391714334,3.394923449,0.413504184,10.00433128,38.97004213,1.390633583,3.414583445,0.111927634
1-113675,8618-3702,1-113675,11.27105603,40.1413974,1.783657551,-0.043924648,0.188977169,10.95257744,39.73036467,1.850960016,-0.551302016,0.089817761,10.63136843,39.40231264,1.849108934,-0.221519247,0.037652957
1-113698,8618-1901,1-113698,9.009441755,39.43009473,1.272991419,4.961910725,0.0364746,8.51367466,38.95923124,1.274161458,5.247979641,0.012682366,8.173844834,38.60384163,1.273321033,5.314905643,0.005622108
1-113700,8618-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-113712,7815-6104,1-113712,10.85435434,42.44529196,1.397491932,1.626618624,5.367140659,10.52739645,42.30097242,1.261520267,1.596785426,3.493753919,10.12721877,42.0097279,1.201460958,1.390864134,1.548089112
1-113789,8619-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114035,8619-6103,1-114035,11.33386182,38.99691341,1.891942501,-0.765822411,0.012243506,11.02346666,38.76255077,1.895462036,-0.997874022,0.006318204,10.68020016,38.47488096,1.887874961,-1.08784759,0.003442877
1-114059,8619-12703,1-114059,10.16492296,39.12254021,1.312358141,5.29092598,0.049420786,9.813128602,38.42594272,1.427255869,4.069027901,0.008851577,9.504581073,38.03759902,1.479048014,3.304744005,0.002475864
1-114063,8619-1901,1-114063,11.08804118,39.02908268,1.987193346,-1.402821064,0.008078296,10.63622028,38.57259879,1.988106728,-1.624312043,0.002753427,10.24654398,38.15547024,1.994418144,-1.650643826,0.00108731
1-114073,7975-12705,1-114073,9.640057946,40.32317944,1.202614546,6.453884125,0.271211028,9.412344373,39.82319232,1.277297258,5.799403667,0.10433399,9.170396412,39.47090296,1.283696175,5.551095009,0.05091275
1-114082,7975-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114093,8619-3704,1-114093,10.99864416,39.11039936,2.043581963,-1.969274759,0.002891524,10.68040557,38.89088373,2.063881874,-2.009732008,0.00140494,10.17270444,38.32338371,2.063831568,-2.215555906,0.000465991
1-114098,8619-6102,1-114098,10.96964324,39.08574482,1.725904703,0.154572129,0.02995001,10.71955118,38.82206688,1.981657267,-1.629936934,0.006993995,10.45806505,38.61235241,2.010319471,-1.58961606,0.003686006
1-114121,7975-12701,1-114121,11.209762,39.86423324,1.870167255,-0.635909915,0.101083116,10.90952042,39.5315347,1.927087307,-1.229325533,0.044096995,10.60136832,39.20455029,1.954898596,-1.420990705,0.022245382
1-114124,8619-6104,1-114124,11.08039067,38.61750249,1.876573801,0.020991651,0.004653609,10.82929251,38.24976712,1.938794613,-0.956996739,0.001319201,10.58136952,38.13864881,1.967592478,-1.585656881,0.000464258
1-114128,7975-6101,1-114128,11.04473683,39.88881435,2.022888184,-2.069586515,0.03433222,10.73464611,39.60328673,2.043002367,-2.058308125,0.017402877,10.30906675,39.25741903,2.042598724,-2.039859772,0.008377468
1-114129,7975-12702,1-114129,10.67530804,40.77112348,1.528281927,1.362239242,0.80099751,10.46656842,40.16015255,1.608839869,0.042805694,0.159305506,10.293564,39.9436497,1.69902873,-0.742856085,0.089595643
1-114145,7975-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114147,8619-12705,1-114147,8.679127425,40.27280685,1.330572605,5.13535738,0.141706615,8.195602995,39.51606977,1.336097836,5.376588345,0.029293636,7.795139766,38.81139944,1.337542534,5.577965736,0.006816264
1-114171,7975-3702,1-114171,11.41531496,40.1857101,2.041897535,-2.134631872,0.083406804,11.15554187,39.91677589,2.058274269,-2.278113604,0.054219473,10.84572155,39.58818342,2.0548563,-2.318645239,0.032105818
1-114214,8619-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114230,8619-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114235,8619-3702,1-114235,10.55842304,40.54746964,1.625077844,0.834706962,1.248804923,10.12766363,40.13700044,1.663707495,0.231821001,0.437370029,9.700862995,39.7250884,1.688695073,0.073350638,0.151549371
1-114245,8619-9102,1-114245,11.04735668,39.37147479,1.98591435,-1.321301818,0.019809896,10.83820343,39.12964228,2.028786898,-1.727060795,0.012276723,10.60003114,38.87340138,2.05786562,-1.845607042,0.007256152
1-114252,8619-3701,1-114252,10.59741074,39.32306361,1.894909859,-0.981284797,0.00811298,10.23604662,39.07546206,1.935426474,-1.31817174,0.00411232,9.861791758,38.73808451,1.941607594,-1.337006688,0.001853961
1-114253,8619-12704,1-114253,8.734639237,39.74596188,1.263988018,5.49907589,0.046018499,8.197292762,38.97302054,1.280548096,5.512973309,0.010606211,7.79087152,38.46256818,1.280650377,5.485178471,0.003413013
1-114292,8619-3703,1-114292,11.0750434,38.97887384,1.869069695,-1.501112223,0.012620527,10.85771977,38.7558128,1.866367936,-1.169111609,0.008317045,10.5784531,38.447748,1.854127765,-1.000108361,0.004268462
1-114303,7975-1901,1-114303,9.537217192,40.73432637,1.233901501,7.413965702,0.377355491,9.177951619,40.20313134,1.227471828,7.550607681,0.128459266,8.726740166,39.63749364,1.226104856,7.651640892,0.03939933
1-114306,7975-9101,1-114306,10.7902189,nan,1.413265109,3.826980114,nan,10.47798944,nan,1.48837781,2.336359739,nan,10.27430764,nan,1.520802379,1.640353918,nan
1-114316,8619-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114325,7975-12703,1-114325,10.73288741,39.83023138,1.493492126,4.013280869,0.310852531,10.3911058,39.20441978,1.611886501,2.217048168,0.071357544,10.05101828,38.82582714,1.693380713,1.405782104,0.022540921
1-114334,7975-1902,1-114334,10.16937517,39.34784824,1.749991417,-0.161242574,0.027794241,9.72105831,38.80407647,1.813215017,-0.824155927,0.006586535,9.45160835,38.49919499,1.822940826,-0.873410404,0.003150756
1-114454,7975-12704,1-114454,11.0000223,40.64086731,1.598273873,2.022032022,1.639375669,10.69546593,40.39709347,1.55215764,1.453806758,0.94833622,10.33043969,40.07301673,1.545514226,1.490890622,0.471230447
1-114465,7975-6104,1-114465,10.88977979,40.02804664,1.476990581,2.937645912,0.862678168,10.54326198,39.68127252,1.508979321,2.271196127,0.349568667,10.199679,39.3371078,1.529093266,2.066623926,0.147957019
1-114500,7975-9102,1-114500,10.0885902,39.68948638,1.357033849,5.260149002,0.29323314,9.669607786,39.14895137,1.390858531,4.772202015,0.102919377,9.253010782,38.66185936,1.399133921,4.617645741,0.035445026
1-114502,7975-6103,1-114502,11.04535364,39.92165739,2.02047658,-1.464732051,0.024548959,10.74697544,39.67384179,2.043313265,-1.787887454,0.014995659,10.33211063,39.2123497,2.050996304,-2.011470079,0.004521454
1-114532,7975-3703,1-114532,11.00416061,39.64325457,1.916723013,-1.082746267,0.010678426,10.62529058,39.31375736,1.933989048,-1.310106993,0.004983414,10.30606221,39.01207066,1.938864112,-1.3754915,0.002750636
1-114782,8620-3704,1-114782,9.577946459,40.29281508,1.302169919,4.575567245,1.260044605,9.095271998,39.68988306,1.338819027,3.893392563,0.282406722,8.760721511,39.30791633,1.346124411,3.674249887,0.113171995
1-114818,8620-1902,1-114818,10.52895749,40.88263002,1.980729699,-1.918204784,0.52529617,10.18982212,40.59527653,2.011615515,-1.969836473,0.271505601,9.814443029,40.23621507,2.015594244,-1.966145158,0.121535383
1-114820,8620-12705,1-114820,11.10374403,41.42128686,1.750736713,0.438227057,2.996002321,10.92454992,41.15479004,1.769777298,0.654372811,2.316699325,10.7425648,40.91137984,1.772840619,0.748489082,1.667533526
1-114845,8620-12704,1-114845,9.962920531,40.01373446,1.211823821,6.604860783,0.2970943,9.572266734,39.41735733,1.208568335,6.266240597,0.101730382,9.238915206,39.05906386,1.198820829,6.283451557,0.049783529
1-114919,8620-12703,1-114919,10.34231284,39.57614679,1.936613679,2.316661358,0.014236751,10.1253515,38.96618161,1.754143953,1.089697123,0.005438438,9.982185647,38.59166489,1.737729669,0.695026636,0.002621141
1-114923,8620-9102,1-114923,9.120719044,38.48504608,1.490907669,2.927927494,0.020111473,8.737977591,38.11382788,1.474802256,3.186327934,0.009998981,8.275137995,37.65628812,1.489072204,3.332606316,0.003648591
1-114928,7977-3702,1-114928,10.66001838,39.48653401,1.935694695,-1.490407705,0.016214438,10.38025643,39.19815103,1.999260664,-2.063256025,0.008815647,9.97172467,38.81313944,2.004431725,-2.186894894,0.003407836
1-114955,7977-12701,1-114955,11.01745379,41.13859371,1.32288456,4.37482357,4.318350187,10.57584048,40.71086119,1.307305932,4.515843391,1.812562429,10.22041393,40.3246637,1.306627154,4.63923502,0.790724098
1-114956,7977-3704,1-114956,10.30535988,39.2557458,1.62661159,1.845612526,0.051559835,10.03638902,38.901977,1.791303158,0.408178627,0.011711978,9.643252923,38.51438182,1.836129069,-0.250269562,0.003897137
1-114973,7977-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-114980,7977-9102,1-114980,10.80108848,40.05339082,1.380282164,3.961351395,0.81864133,10.47095829,39.58998228,1.489495277,2.799332619,0.257034709,10.17717859,39.23342861,1.535493135,2.486325026,0.105399326
1-114998,7977-6102,1-114998,11.17896348,40.0797732,1.969395161,-1.940448165,0.018545309,10.9148496,39.89503675,2.001910925,-2.314428329,0.009405118,10.62398479,39.66983687,2.015242815,-2.400057077,0.005455853
1-115062,7977-1901,1-115062,9.711016306,38.41800972,2.018055439,-1.991929054,0.000809846,9.221177382,37.7893815,2.037619352,-2.037384987,8.75E-05,8.499137878,37.18096063,2.037619352,-2.043326855,4.46E-05
1-115066,8620-6104,1-115066,9.435101221,38.85272878,1.571727395,4.899827957,0.013196761,9.135547689,38.44957094,1.555195689,4.833869934,0.008159172,8.78003481,38.0367553,1.559414029,5.39748764,0.003992607
1-115085,7977-6103,1-115085,9.451692713,39.57758064,1.326364517,4.383263111,0.066701087,9.058397092,38.99124825,1.339661241,3.848189116,0.020351623,8.636838771,38.47581867,1.339661241,3.50797987,0.006625032
1-115097,7977-3701,1-115097,10.23503361,39.12157537,1.743570089,0.587368608,0.025066228,9.881158019,38.80342339,1.792854428,0.761467755,0.013803015,9.489688341,38.44227348,1.797819734,0.786897898,0.006086749
1-1151,11836-12705,1-1151,9.956513025,39.89052044,1.217373967,6.303198814,0.12801097,9.540342332,39.14709616,1.250068903,5.933432102,0.033173295,9.142109308,38.65418614,1.260526419,5.886150837,0.012122468
1-115128,7977-1902,1-115128,10.37890278,39.68122234,1.355797052,5.227472305,0.456403838,10.11761608,39.22471117,1.409673691,4.437788486,0.194465209,9.832683017,38.8526785,1.454992652,3.769065142,0.08010926
1-115158,7979-12702,1-115158,10.48643936,38.84244375,1.930944204,-1.156336546,0.00487315,10.23839464,38.44293706,1.926446319,-1.325473189,0.002513105,9.982169734,38.07215135,1.932028532,-1.245905161,0.001652821
1-115162,7977-12703,1-115162,11.0964475,40.08021875,1.535473943,2.622790098,0.504504085,10.83889227,39.61855064,1.826458931,-0.230217293,0.116710454,10.58862443,39.31644094,1.926516771,-0.947028816,0.04495126
1-115212,7979-1901,1-115212,11.40563828,40.08206054,1.993742228,-1.853117228,0.071476422,11.08208684,39.88506516,1.98692739,-2.124027014,0.031354625,10.73454946,39.56400495,1.984709501,-2.173183441,0.009131519
1-115232,7979-12705,1-115232,9.480913131,39.15621981,1.335538268,4.794186592,0.046668227,9.058809651,38.57491805,1.358978391,4.587048054,0.013029959,8.564183554,38.07323824,1.412218213,4.781709671,0.004098105
